"","x"
"2001-11-05",144.230527659575
"2001-11-12",141.925242553191
"2001-11-19",137.679055319149
"2001-11-26",132.975829787234
"2001-12-03",132.239736170213
"2001-12-10",131.407429787234
"2001-12-17",131.83925106383
"2002-01-07",130.674008510638
"2002-01-14",137.952876595745
"2002-01-21",137.783319148936
"2002-01-28",137.990042553191
"2002-02-04",139.590212765957
"2002-02-11",139.077872340426
"2002-02-18",138.89570212766
"2002-02-25",140.327923404255
"2002-03-04",140.279625531915
"2002-03-11",144.490680851064
"2002-03-18",151.3032
"2002-03-25",157.950672340426
"2002-04-08",177.134791489362
"2002-04-15",179.929982978723
"2002-04-22",181.312919148936
"2002-04-29",182.698825531915
"2002-05-06",179.558885106383
"2002-05-13",179.608527659574
"2002-05-20",178.366987234043
"2002-05-27",178.495676595745
"2002-06-03",176.955268085106
"2002-06-10",176.574008510638
"2002-06-17",172.282331914894
"2002-06-24",170.634834042553
"2002-07-01",169.924340425532
"2002-07-08",169.883982978723
"2002-07-15",169.350527659575
"2002-07-22",168.622076595745
"2002-07-29",169.376680851064
"2002-08-05",168.799276595745
"2002-08-12",169.298017021277
"2002-08-19",169.932808510638
"2002-08-26",171.054008510638
"2002-09-02",171.530927659574
"2002-09-09",171.931259574468
"2002-09-16",173.605480851064
"2002-09-23",176.398817021277
"2002-09-30",176.445429787234
"2002-10-07",176.676680851064
"2002-10-14",176.278587234043
"2002-10-21",176.043982978723
"2002-10-28",175.721761702128
"2002-11-04",174.864553191489
"2002-11-11",174.105131914894
"2002-11-18",173.042417021277
"2002-11-25",170.938604255319
"2002-12-02",171.202331914893
"2002-12-09",170.668187234042
"2002-12-16",169.579880851064
"2003-01-06",178.982868085106
"2003-01-13",180.759608510638
"2003-01-20",182.384740425532
"2003-01-27",184.27069787234
"2003-02-03",185.967361702128
"2003-02-10",187.590646808511
"2003-02-17",195.64389787234
"2003-02-24",199.605625531915
"2003-03-03",203.592689361702
"2003-03-10",209.959940425532
"2003-03-17",211.794825531915
"2003-03-24",212.609659574468
"2003-03-31",209.874085106383
"2003-04-07",209.137225531915
"2003-04-14",207.904655319149
"2003-04-28",200.845608510638
"2003-05-05",191.580008510638
"2003-05-12",189.606382978723
"2003-05-19",183.193821276596
"2003-05-26",180.651191489362
"2003-06-02",178.401557446809
"2003-06-09",176.610927659574
"2003-06-16",175.579940425532
"2003-06-23",175.19205106383
"2003-06-30",174.586561702128
"2003-07-07",174.002017021277
"2003-07-14",173.345336170213
"2003-07-21",180.653106382979
"2003-07-28",180.956212765958
"2003-08-04",181.156459574468
"2003-08-18",186.982536170213
"2003-08-25",189.059668085106
"2003-09-01",189.679659574468
"2003-09-08",190.533531914894
"2003-09-15",190.280212765957
"2003-09-22",189.874119148936
"2003-09-29",189.323319148936
"2003-10-06",179.493046808511
"2003-10-13",174.936408510638
"2003-10-20",176.217531914894
"2003-10-27",175.769872340425
"2003-11-03",175.776672340426
"2003-11-10",175.321957446808
"2003-11-17",175.18589787234
"2003-11-24",175.937004255319
"2003-12-01",175.768306382979
"2003-12-08",175.558008510638
"2003-12-15",175.460110638298
"2004-01-05",174.759787234043
"2004-01-12",174.942263829787
"2004-01-19",178.880263829787
"2004-01-26",179.557268085106
"2004-02-02",179.931940425532
"2004-02-09",180.076757446808
"2004-02-16",179.557523404255
"2004-02-23",179.051472340426
"2004-03-01",178.567591489362
"2004-03-08",182.047395744681
"2004-03-15",187.625293617021
"2004-03-22",188.064238297872
"2004-03-29",189.345668085106
"2004-04-05",191.600187234043
"2004-04-13",191.843608510638
"2004-04-19",193.202834042553
"2004-04-26",196.192280851064
"2004-05-03",203.684331914893
"2004-05-10",212.368272340425
"2004-05-17",222.561012765957
"2004-05-24",227.939285106383
"2004-05-31",229.890919148936
"2004-06-07",230.625957446809
"2004-06-14",222.975574468085
"2004-06-21",218.723523404255
"2004-06-28",213.327617021276
"2004-07-05",208.77624680851
"2004-07-12",212.713182978723
"2004-07-19",216.970578723404
"2004-07-26",217.238553191489
"2004-08-02",217.133685106383
"2004-08-09",219.919506382979
"2004-08-16",220.50085106383
"2004-08-23",222.683965957447
"2004-08-30",222.855489361702
"2004-09-06",221.505659574468
"2004-09-13",221.010068085106
"2004-09-20",220.733744680851
"2004-09-27",223.684195744681
"2004-10-04",227.290093617021
"2004-10-11",236.325182978723
"2004-10-18",238.361319148936
"2004-10-25",243.348153191489
"2004-11-01",246.188255319149
"2004-11-08",246.817021276596
"2004-11-15",246.142068085106
"2004-11-22",245.372408510638
"2004-11-29",245.300076595745
"2004-12-06",244.42365106383
"2004-12-13",233.108953191489
"2004-12-20",222.316127659574
"2005-01-03",219.768970212766
"2005-01-10",208.455285106383
"2005-01-17",200.780765957447
"2005-01-24",200.74274893617
"2005-01-31",205.937863829787
"2005-02-07",208.517514893617
"2005-02-14",210.1356
"2005-02-21",211.132025531915
"2005-02-28",213.643131914893
"2005-03-07",219.763285106383
"2005-03-14",223.768570212766
"2005-03-21",232.803625531915
"2005-04-04",243.165982978723
"2005-04-11",257.585957446809
"2005-04-18",257.751472340425
"2005-04-25",256.705974468085
"2005-05-02",256.145412765958
"2005-05-09",255.464340425532
"2005-05-16",254.681872340425
"2005-05-23",250.437770212766
"2005-05-30",245.406868085106
"2005-06-06",244
"2005-06-13",252.311880851064
"2005-06-20",256.867838297872
"2005-06-27",267.132076595745
"2005-07-04",273.5616
"2005-07-11",275.661642553191
"2005-07-18",282.616527659574
"2005-07-25",286.441914893617
"2005-08-01",288.535744680851
"2005-08-08",292.125438297872
"2005-08-22",301.536987234042
"2005-08-29",307.005217021277
"2005-09-05",332.184655319149
"2005-09-12",338.136638297872
"2005-09-19",332.525131914894
"2005-09-26",323.314927659574
"2005-10-03",324.853736170213
"2005-10-10",331.109914893617
"2005-10-17",330.21
"2005-10-24",324.506229787234
"2005-11-07",315.936817021276
"2005-11-14",299.485412765957
"2005-11-21",283.112663829787
"2005-11-28",277.381225531915
"2005-12-05",272.378919148936
"2005-12-12",271.148723404255
"2005-12-19",274.168255319149
